time,open,high,low,close,volume
2024-02-01,70.92,73.87,70.77,73.87,7803177
2024-02-02,74.09,75.57,74.02,75.42,2885879
2024-02-05,75.42,76.98,75.35,76.54,2701349
2024-02-06,76.61,77.64,76.09,76.98,1890491
2024-02-07,77.42,77.64,76.83,77.57,2130668
2024-02-15,77.79,78.01,76.76,76.90,2254547
2024-02-16,76.90,77.72,76.76,77.72,2070089
2024-02-19,78.01,79.12,77.64,77.64,2037643
2024-02-20,77.79,77.79,76.90,77.13,1848111
2024-02-21,76.90,79.05,76.54,78.31,3141692
2024-02-22,78.31,78.38,77.35,77.35,1722092
2024-02-23,78.01,78.90,76.39,76.83,4108378
2024-02-26,76.83,79.86,76.54,79.86,4472548
2024-02-27,80.23,80.97,79.42,79.79,2807162
2024-02-28,79.86,80.23,78.60,80.23,3466729
2024-02-29,80.01,80.90,79.64,80.60,2829302
2024-03-01,80.75,82.38,80.68,81.93,4028406
2024-03-04,82.08,82.67,81.93,82.38,3092985
2024-03-05,82.38,82.38,81.27,81.86,3390992
2024-03-06,81.34,81.64,80.16,80.68,3710122
2024-03-07,80.68,84.22,80.01,82.30,4044840
2024-03-08,82.30,83.26,80.97,81.34,3122548
2024-03-11,81.34,83.93,81.34,81.34,3389872
2024-03-12,81.34,83.93,81.34,82.75,2912964
2024-03-13,83.41,86.52,82.82,86.52,5125138
2024-03-14,87.63,87.63,85.56,86.52,3472473
2024-03-15,86.37,86.37,84.67,85.78,3846741
2024-03-18,85.63,85.63,82.16,83.56,5898676
2024-03-19,83.56,83.56,82.16,82.82,3324749
2024-03-20,83.04,85.04,82.16,84.67,3483551
2024-03-21,85.19,85.93,84.74,85.93,3762372
2024-03-22,86.00,86.00,84.67,84.96,2420313
2024-03-25,84.37,85.11,84.15,84.30,2799669
2024-03-26,84.30,85.41,84.00,85.04,1696761
2024-03-27,84.82,85.26,84.37,85.19,1323812
2024-03-28,85.70,86.81,85.26,86.59,2808951
2024-03-29,86.07,86.66,85.78,86.15,1346605
2024-04-01,85.78,86.96,85.19,86.37,1980689
2024-04-02,85.33,86.52,85.33,86.52,2289100
2024-04-03,85.85,86.52,85.11,85.11,2555654
2024-04-04,85.04,85.63,84.30,84.30,2369065
2024-04-05,83.63,84.82,83.26,84.08,2764447
2024-04-08,84.08,84.08,83.26,83.26,1957677
2024-04-09,83.26,83.71,83.19,83.56,1437679
2024-04-10,83.93,85.48,83.78,84.15,1795600
2024-04-11,83.93,85.33,83.78,84.96,1553032
2024-04-12,85.70,85.70,84.52,85.41,1371708
2024-04-15,85.41,85.48,82.45,82.52,3709209
2024-04-16,82.82,83.71,82.45,83.56,3651849
2024-04-17,83.63,83.63,82.52,82.67,1949454
2024-04-19,81.71,82.23,80.60,80.60,5373515
2024-04-22,81.34,82.38,80.53,81.56,2403688
2024-04-23,82.01,83.78,81.27,83.04,4041971
2024-04-24,84.00,88.81,83.71,88.81,10179208
2024-04-25,90.58,94.65,90.14,91.10,5718864
2024-04-26,90.95,92.73,90.36,91.10,3402188
2024-05-02,91.55,95.39,91.32,94.13,3477702
2024-05-03,94.73,94.95,92.88,93.10,3199400
2024-05-06,93.54,94.36,92.06,94.36,2710850
2024-05-07,94.65,97.31,94.06,97.09,3130425
2024-05-08,96.20,96.87,95.61,96.87,3024432
2024-05-09,96.57,98.20,96.13,96.35,2208946
2024-05-10,97.09,97.76,95.54,96.87,3797696
2024-05-13,97.09,97.24,95.24,95.91,1857811
2024-05-14,96.13,97.39,95.84,96.50,2309312
2024-05-15,97.24,99.46,97.09,99.16,3659473
2024-05-16,100.27,101.53,99.24,100.12,3128143
2024-05-17,100.12,100.57,98.87,99.46,2314616
2024-05-20,99.98,100.64,98.35,98.35,2020789
2024-05-21,99.09,100.57,98.72,100.57,3478265
2024-05-22,101.97,103.30,100.64,102.05,4522916
2024-05-23,101.68,101.90,99.83,101.68,3630410
2024-05-24,102.05,102.05,96.57,97.54,13398023
2024-05-27,98.35,98.72,96.57,98.20,5172903
2024-05-28,99.09,101.31,98.42,101.31,4632228
2024-05-29,101.38,102.19,99.68,100.34,5844515
2024-05-30,98.94,99.83,97.54,99.83,7273584
2024-05-31,99.83,101.16,98.94,99.53,2639516
2024-06-03,99.83,101.75,99.61,101.23,7782256
2024-06-04,102.79,103.01,101.90,102.86,7019713
2024-06-05,103.52,107.15,103.30,103.60,6336780
2024-06-06,103.75,104.78,102.64,103.23,5222139
2024-06-07,104.26,105.00,103.90,105.00,3762372
2024-06-10,106.11,107.22,105.74,106.48,3785656
2024-06-11,106.70,108.33,105.82,108.33,6340276
2024-06-12,109.52,113.63,109.43,113.03,11246768
2024-06-13,114.48,114.57,111.31,111.31,8167546
2024-06-14,111.40,113.54,110.46,112.17,6425220
2024-06-17,112.17,112.51,110.03,110.29,4890848
2024-06-18,110.29,111.06,109.60,109.60,6694763
2024-06-19,109.60,113.71,108.40,112.60,9684926
2024-06-20,113.88,116.19,112.86,114.14,10482529
2024-06-21,114.65,116.54,114.14,116.54,7663338
2024-06-24,115.60,116.02,113.03,113.11,13202385
2024-06-25,112.17,112.26,110.12,111.31,13723703
2024-06-26,112.17,112.86,110.80,112.86,7158131
2024-06-27,112.43,114.82,112.00,113.71,6409612
2024-06-28,113.71,113.71,111.66,111.74,6641381
2024-07-01,111.66,111.66,110.03,110.12,6386361
2024-07-02,110.12,113.11,109.17,109.60,6735345
2024-07-03,111.74,113.71,111.40,112.17,7642345
2024-07-04,113.11,116.28,113.11,116.28,8129152
2024-07-05,116.54,119.62,116.54,118.76,7807749
2024-07-08,118.59,119.53,117.74,119.53,5876745
2024-07-09,119.11,119.28,116.45,117.74,9689262
2024-07-10,116.45,117.31,114.74,114.74,6309470
2024-07-11,114.82,115.94,113.45,113.88,6857179
2024-07-12,113.20,116.45,113.20,114.57,3562395
2024-07-15,114.31,115.42,113.28,113.63,3074934
2024-07-16,114.40,115.17,113.28,114.74,4007693
2024-07-17,114.74,114.82,111.23,112.94,6980219
2024-07-18,112.51,112.51,109.43,109.52,10828773
2024-07-19,110.12,110.71,107.89,107.89,6581002
2024-07-22,107.89,107.89,105.49,106.26,6242427
2024-07-23,106.95,109.17,106.86,107.46,5323805
2024-07-24,107.46,108.40,106.18,107.89,4160841
2024-07-25,106.35,107.46,106.26,107.03,2569074
2024-07-26,107.80,109.60,106.52,109.60,3959362
2024-07-29,111.31,111.83,110.46,110.46,4867859
2024-07-30,110.46,110.89,108.74,109.60,2383126
2024-07-31,109.00,110.12,108.40,110.12,2875191
2024-08-01,110.97,111.06,106.26,106.86,6904015
2024-08-02,104.55,106.86,103.61,105.49,9975015
2024-08-05,103.69,105.23,100.52,101.55,10450171
2024-08-06,102.75,104.38,102.58,103.44,6748144
2024-08-07,103.61,104.46,102.92,104.46,2832328
2024-08-08,104.12,104.81,103.52,103.95,2663832
2024-08-09,104.81,108.66,104.46,108.66,5511755
2024-08-12,108.66,111.48,108.06,111.31,6204408
2024-08-13,111.06,111.48,109.60,111.06,4110939
2024-08-14,111.91,112.60,110.89,110.89,2869469
2024-08-15,110.54,110.89,109.77,110.20,2266445
2024-08-16,110.54,112.17,110.54,111.83,5109223
2024-08-19,112.26,112.51,111.31,111.74,2508560
2024-08-20,111.91,113.45,111.91,112.60,3753490
2024-08-21,111.83,114.57,111.83,114.31,6137230
2024-08-22,114.74,115.17,114.31,114.57,3032995
2024-08-23,114.48,114.48,113.37,113.97,3064441
2024-08-26,114.14,114.31,112.60,112.60,2598875
2024-08-27,112.60,113.54,111.66,113.45,2346895
2024-08-28,113.88,115.17,113.80,114.14,2721387
2024-08-29,113.71,114.57,113.20,114.48,2098979
2024-08-30,114.31,115.51,113.88,115.42,3327420
2024-09-04,113.88,113.88,112.60,113.88,4547807
2024-09-05,113.88,113.88,111.06,111.83,8071651
2024-09-06,111.74,113.80,111.57,113.11,3829410
2024-09-09,112.00,112.94,111.40,112.43,2891093
2024-09-10,112.17,112.17,110.97,111.31,4203583
2024-09-11,111.31,112.43,111.14,111.83,3196732
2024-09-12,112.17,113.45,112.17,113.28,4124400
2024-09-13,113.20,114.22,113.03,113.88,3191984
2024-09-16,112.86,113.88,112.26,112.26,1921844
2024-09-17,112.34,113.80,112.34,113.80,2656869
2024-09-18,114.22,115.77,113.80,115.25,5390349
2024-09-19,115.60,116.28,115.00,115.77,5162767
2024-09-20,116.71,117.31,115.60,115.85,3728818
2024-09-23,116.37,116.37,114.22,114.74,2449563
2024-09-24,114.74,115.34,114.48,115.17,2017214
2024-09-25,115.00,115.42,114.40,115.42,4486319
2024-09-26,115.60,115.60,114.65,115.00,2821536
2024-09-27,115.00,115.08,114.31,114.91,3358474
2024-09-30,114.91,115.17,113.88,115.17,3037449
2024-10-01,115.34,116.62,115.34,116.37,4732079
2024-10-02,115.25,116.37,115.25,115.94,1725815
2024-10-03,115.94,116.54,114.74,114.74,2306560
2024-10-04,115.00,115.42,114.31,114.82,1473158
2024-10-07,114.91,115.51,114.40,114.82,1336595
2024-10-08,114.82,115.68,114.40,114.57,2114750
2024-10-09,115.00,116.28,115.00,115.94,2626409
2024-10-10,116.28,121.59,116.28,121.33,9980507
2024-10-11,121.59,122.27,119.53,119.53,3824418
2024-10-14,120.82,120.99,117.39,117.82,5616349
2024-10-15,117.82,118.68,116.96,117.31,2869640
2024-10-16,116.79,117.39,116.45,116.71,2762322
2024-10-17,116.88,117.39,116.02,117.31,2584896
2024-10-18,117.65,117.99,116.96,117.31,2175065
2024-10-21,117.31,117.91,116.02,116.02,2688428
2024-10-22,116.19,116.19,113.88,113.97,6022016
2024-10-23,113.80,115.42,113.54,114.91,3019672
2024-10-24,114.91,115.00,114.57,115.00,2281798
2024-10-25,115.00,115.25,114.40,114.74,1843711
2024-10-28,114.82,115.60,114.40,115.51,1509996
2024-10-29,115.94,116.02,115.42,115.94,2462885
2024-10-30,115.94,116.37,115.77,116.37,1713550
2024-10-31,116.37,116.45,115.85,116.37,1244928
2024-11-01,115.60,115.60,114.40,115.25,2676189
2024-11-04,115.25,115.25,113.63,113.71,3188263
2024-11-05,113.88,114.74,113.28,113.54,1663185
2024-11-06,113.97,115.25,113.88,115.25,1805646
2024-11-07,115.85,117.82,114.91,115.68,3579749
2024-11-08,116.54,117.14,115.68,116.28,2110766
2024-11-11,116.88,119.45,116.45,118.42,5301235
2024-11-12,118.68,118.93,116.37,117.14,2921656
2024-11-13,117.05,118.25,116.54,117.99,3460835
2024-11-14,118.08,119.79,116.45,116.45,4743684
2024-11-15,115.85,116.19,113.54,114.65,6574421
2024-11-18,114.74,115.25,113.45,114.74,3910975
2024-11-19,114.31,114.40,111.23,111.31,7652727
2024-11-20,111.31,113.37,108.49,113.37,8474055
2024-11-21,113.37,113.88,112.17,113.88,3183165
2024-11-22,113.80,115.08,113.45,114.65,2920914
2024-11-25,114.74,114.74,114.05,114.65,1855059
2024-11-26,114.22,116.37,114.14,115.77,4182343
2024-11-27,115.77,119.62,115.77,118.93,9826373
2024-11-28,119.36,119.88,118.42,119.36,4750858
2024-11-29,119.36,124.50,119.02,123.56,11617080
2024-12-02,124.42,125.88,122.09,122.61,6629554
2024-12-03,122.18,125.80,122.18,125.02,5115471
2024-12-04,125.02,126.14,123.12,123.73,5618586
2024-12-05,124.16,128.04,123.81,128.04,4862983
2024-12-06,130.97,130.97,127.61,128.90,4554818
2024-12-09,128.64,128.90,125.97,126.74,4551406
2024-12-10,126.83,128.90,126.74,128.90,3603755
2024-12-11,129.33,130.80,129.07,129.76,4828035
2024-12-12,130.97,130.97,128.64,129.50,4158310
2024-12-13,128.90,130.11,128.81,128.90,3387167
2024-12-16,128.99,129.85,128.90,129.24,3296592
2024-12-17,129.42,129.76,127.35,127.61,5958677
2024-12-18,127.61,129.16,127.61,128.21,2927454
2024-12-19,127.00,128.47,126.92,127.69,4811922
2024-12-20,128.04,129.85,127.87,128.90,3544255
2024-12-23,128.90,129.24,128.21,129.16,2520029
2024-12-24,129.33,130.02,128.81,129.68,2306686
2024-12-25,129.85,130.37,129.68,130.02,2517969
2024-12-26,130.19,130.54,128.56,129.16,2238343
2024-12-27,128.90,129.24,128.21,128.99,2567003
2024-12-30,128.81,130.02,128.04,129.76,1986819
2024-12-31,129.94,132.69,129.59,131.49,3612655
